frame,right_elbow_angle,left_elbow_angle,right_shoulder_angle,left_shoulder_angle,right_hip_angle,left_hip_angle,right_knee_angle,left_knee_angle,right_ankle_angle,left_ankle_angle,back_angle,neck_angle,symmetry_diff,stance_width,phase,exc_type,form,accuracy,correction_needed
2,153.9569024157599,145.06078904203514,41.22394539234847,35.15694824283043,168.55227119939954,173.06850911932443,173.43967243371776,162.67743591361435,92.13194919271169,93.30084414124734,59.694591555555334,91.01628740477406,6.282095982361353,0.04893681587771853,start,pushup,good,93,None
3,136.65049477638365,126.24568551680619,25.717196902758797,24.66039380883199,159.96256469120854,178.49803318027423,169.4574196437325,154.87283497757906,82.61129639595012,88.39094495796532,63.33346166150183,82.07907800133758,10.072262814147717,0.046410535334969714,start,pushup,good,90,None
4,84.48026868830773,81.92566154240917,7.9721042198969965,8.04843968529968,165.40432928578318,177.04250097591316,175.97933414541913,168.64461273613884,80.7371675520973,87.91215004115568,78.04285705295133,71.22867610989252,5.755763639953979,0.047219700946866096,start,pushup,good,90,None
5,76.24805303650666,67.6519771580081,12.363416133435614,18.39594016769912,166.49951808280315,174.65519745476888,173.46337305077404,170.36829424940439,77.58281668978546,86.50986130531228,79.46645676471542,65.23599734826603,6.961280540324855,0.047203286824361736,mid,pushup,good,98,None
6,121.71274604294678,117.65534176682884,18.601813313835216,17.299564334057603,162.60351078621702,167.93395570893142,174.10894145374814,173.21104858504287,86.61429575270388,95.35490845181494,65.70578356991373,77.5521935782203,4.065720749285256,0.04748276210786409,mid,pushup,good,90,None
7,159.33924093599182,150.6681154573196,42.41747240022894,37.392653566976875,170.99486305118788,171.28151860542138,174.21354802990425,179.20672060721063,98.3602200996754,108.36467364117809,58.43680684009844,114.08180383648437,5.796045196993371,0.055959084105325095,mid,pushup,good,95,None
8,169.41784459582408,164.46463668982983,47.11950779782254,42.58116167743319,170.34981330791655,173.11588090143763,177.28033126037354,173.82785891671847,101.04177617943778,108.67914190808825,56.121549845945374,113.92144306760822,4.669491938442048,0.05054371546170111,mid,pushup,good,97,None
9,172.10455635716784,167.1344928943085,49.453994043826654,43.0444296843556,172.20028494034145,171.13794323179943,176.42712368587866,175.23774014479997,98.80578019098735,107.80231129416664,55.93129248177397,113.90836196561237,4.525576835026079,0.04938996486650222,end,pushup,good,97,None
10,172.7012070080207,166.32877170764266,50.31324704408101,42.16000612862568,171.08575399404666,171.70065166172978,178.0088487771623,171.90268373105457,100.4184274913769,104.41314557014172,55.608363378826404,113.97621509569952,5.048291401677813,0.040913247241290834,end,pushup,good,91,None
11,173.94968278054168,165.0003713398593,50.76948635189207,40.836355104916,171.50831415493494,171.60767728475955,176.95403033192616,171.31389731798242,100.89169570374148,105.4975817087557,55.11574609427334,114.96590461289306,5.845564967288205,0.037020600140770604,end,pushup,good,96,None
12,174.30791496515883,164.14310670849142,51.23420486,40.175986498158515,171.22619541366524,170.67813744102187,179.28170818425284,172.86964354851042,103.45086812827579,106.09316441701712,55.210359794890316,115.76737674429081,6.165089103127201,0.03167095778451058,end,pushup,good,91,None
1,171.8409604165122,163.38747294880247,63.22535577387737,49.8628286436456,176.90206828587569,175.67898606446255,172.90515982183138,176.04808250308622,112.00042653976413,117.43384049293783,61.6804021991117,52.792808848924395,6.323086690756634,0.04972434160635828,start,pushup,good,98,None
2,162.2387061466311,152.59370357283473,65.89583258655637,52.13136797540137,175.48489384585588,178.7048386731476,175.7222164710576,174.7608780284104,109.0979413371069,112.69287896342526,69.1140765829183,48.286815903980006,6.237137616241735,0.05062717433090378,start,pushup,good,98,None
3,156.00560588433194,147.5897460737616,65.83403037223277,59.26580455887599,177.48187990864588,177.91674366573093,176.87383658866614,179.72243930133396,103.02718882413764,108.65172176064638,78.69407250876954,42.28160406404439,4.778417006037749,0.054069425984883346,start,pushup,good,95,None
4,130.2040718972967,3.374013482944047,42.94158450483657,31.13222758310633,176.9950838130997,173.52534574261952,174.72258990700755,179.15164251185823,92.73334896607992,99.92113458808367,80.30909275039163,32.15212188212457,30.745198326683504,0.07325110071158474,start,pushup,good,93,None
5,124.50515083987477,7.108497609281137,36.840456194507055,17.53158286994483,174.1540519510738,168.94859706474324,178.0795080453325,179.18514850929375,89.78017516758884,97.51983065288007,79.71860411340296,32.47783135957225,30.15125547814779,0.07625553389012765,mid,pushup,good,97,None
6,127.92559440843527,14.881992423183787,38.6679155087119,4.447574015196048,176.7133881234219,174.3624325440876,174.69921494723837,174.8053945148272,92.06676441976211,98.33418149672201,78.11554292481874,34.98810758161285,31.19769914053008,0.06329937577106141,mid,pushup,good,92,None
7,148.12064664160397,114.0801130135719,58.192634622112934,24.17103956477737,179.913335946546,176.79944078999435,175.11878068734413,179.23534122472304,97.52979819187406,105.1981886950068,75.8653577123227,40.436720367738104,16.592194976486187,0.05714677103271334,mid,pushup,good,93,None
8,157.3564768349781,147.74456439157373,57.71944481768135,52.55039637567216,168.13829916141225,179.94458682603081,175.30102797328962,179.9598301618665,100.75630303910508,106.65596741591514,71.89946708890096,41.854577918670635,7.429143023083817,0.04733745852020368,mid,pushup,good,100,None
9,164.6657926277197,157.08844287199406,61.60015974414662,51.51913144761516,176.48061321538697,177.45282289593152,167.83236015108,176.39463668532724,101.5703166428669,108.6468932779734,65.92584033981205,50.04161994221926,6.85388818043108,0.04604957601748522,end,pushup,good,97,None
10,170.85745032151542,162.1411589651758,64.938683165367,53.00435634056121,171.29642685004288,179.21448033262368,164.06232130908705,172.14476010997083,103.0268858225686,109.71860077382061,63.7785812893939,53.128885791353035,8.668565083172398,0.04655961809215387,end,pushup,good,97,None
11,173.98113718342537,158.22202352237954,65.91425679328569,52.26890116430975,171.13197446586358,178.85353633755494,162.7487555622445,170.95284815482626,101.82860445702566,109.23810483095635,63.05552721899411,55.27858526423561,10.547924825645115,0.04563421982783688,end,pushup,good,91,None
12,173.81334673968232,160.78794652584256,66.43503017334481,51.58645365713589,171.0501295709531,178.96340814704456,163.99512463516425,169.2808855535828,101.21936996374735,108.10113928913522,63.01273302640569,54.09521773567212,9.590957109989315,0.04767245207265399,end,pushup,good,97,None
1,174.15643294518685,159.92348296379816,66.60892519234379,52.859088837599465,171.36730594631953,178.32333159493643,166.72150846946127,170.11663527858815,103.83982977175785,109.87857716030636,64.2280757932156,53.86242311168918,8.874537236485061,0.0441553543658619,start,pushup,good,92,None
2,171.43974834705648,157.6613775252884,65.77891273516195,49.75476461095104,172.12900066139005,177.32318360590355,167.99695938751734,170.5227883895704,104.31420285987114,110.69749704931826,65.11725837102078,55.32751007423423,8.781165016398532,0.04320134563337671,start,pushup,good,92,None
3,160.35347926892086,142.45364261922353,68.18489919228035,26.131645691517598,177.79952181713884,179.2759571127664,179.4073343262411,179.5974565231854,102.23869273173827,107.37313192492499,75.33518999647912,38.46283714917957,13.350817367243735,0.04939644652960543,start,pushup,good,100,None
4,135.54727553264837,51.47489958148415,47.617153868283836,44.34293093086536,170.53513134129443,170.03612261721838,175.04742071356708,175.7797117839549,95.51906699780403,102.60628712910486,77.95812349035532,34.04312456895311,19.133023762869477,0.06030954108351633,start,pushup,good,90,None
5,116.27500100370656,38.81917390690022,29.851352911581426,53.16400487785554,170.1086704657287,168.76196618023383,176.4395021738868,175.41523189887997,93.34289595238423,101.79358761199538,80.062090587245,32.9741404564536,22.318029056638665,0.060191669849048245,mid,pushup,good,90,None
6,119.99042385941888,47.52877311386031,32.253357090379716,46.77830016895895,171.15226760268118,170.54471977820464,179.7356349706591,178.4796141436941,94.51819588732751,103.9678512177125,77.64947139726428,31.696802636837486,19.659963561192864,0.06250879490830573,mid,pushup,good,93,None
7,137.29212159177433,113.49663692650248,44.62455040738195,22.538825128479786,168.44592165174694,167.40014532892363,179.41378269328064,178.4327402303976,97.6784721191686,105.71375387478452,72.59934913096346,34.70817521631087,11.188662097099257,0.05781451409561104,mid,pushup,good,99,None
8,157.66409255311953,156.16230396139557,58.39812766668281,50.349434601805186,177.93430265213377,174.58322213387416,167.4511941683316,175.28541155178203,100.42437169945542,107.77893595561989,67.7759233550545,47.187388113426884,5.61806876289522,0.04996647396467496,mid,pushup,good,97,None
9,168.902292255164,163.2942930094803,62.5469169081625,51.77834835404065,175.262227798495,176.76100865129192,170.3585971519754,174.3716265725481,107.29075527913818,112.5285831076976,63.60400654461819,56.55131991727875,5.425241180346923,0.0476155505015173,end,pushup,good,97,None
10,173.3318226656081,167.23045569455192,64.41699791609305,52.2459165124222,176.41929840868949,176.85858040442812,173.4538308043094,175.23208529175668,108.67737121559765,113.48472829578493,62.583860953176526,61.510540003535496,5.0594683876200435,0.04344961361715252,end,pushup,good,97,None
11,174.62434939747632,163.47913851044754,65.1685319344082,51.48095868328805,176.58790212574868,177.74773895595354,174.33757683030004,173.8323590306454,109.21487081626918,113.03841831020998,62.487513210887904,58.87201346331523,6.064277252389843,0.04287094280054369,end,pushup,good,97,None
12,174.80800000513526,162.58079027198627,65.2579950976491,51.90113577334328,177.0822476123908,177.68738098685395,174.87930091413384,174.05329034336464,109.2096873928341,113.32364512662504,62.4498786472049,59.61868033303374,6.225834147295619,0.043530608302322964,end,pushup,good,93,None
1,175.10665488164318,161.58684968587391,66.7933406724531,50.86616593579115,176.21385550352863,177.66700870865216,175.31164983818604,174.5512049971552,108.38968246078045,113.11495908010338,63.193482844168614,57.33281538005707,7.277170919581702,0.046064296334357935,start,pushup,good,93,None
2,173.96058950219967,159.43945142948135,67.02734308381632,50.327042648082895,176.65749002227946,178.19222072537116,176.42962584283387,176.15297678164333,107.82009544025154,113.30619697336321,64.59227681889459,55.64838461078458,7.7037839611691314,0.0456568954880729,start,pushup,good,95,None
3,162.55263215241666,175.11043816170076,67.58355316165671,22.48171069167939,178.4412987116525,179.0692308027265,179.19479456265276,179.16364579855397,103.69291800660807,109.5435759434007,72.2407301642225,45.42079808530629,12.833877454245368,0.048383904660493575,start,pushup,good,92,None
4,135.04124030374842,59.674479211782746,44.076978515192465,47.62584736135405,168.5889161018327,166.65588472472098,173.76807181771443,171.5468697218341,94.87668161213277,107.1604771578471,76.24284699123658,33.882349299668206,19.07073179136673,0.06987348155274507,start,pushup,good,100,None
5,115.76060659746794,38.32545635184693,28.651765797789096,61.00094592639325,169.1791172205622,164.18396500724498,174.64572563948337,171.77528273955906,93.69324744033925,104.97666566871688,78.97646779560867,31.79603039405265,25.786668743168867,0.0677701475149609,mid,pushup,good,91,None
6,115.56244586194855,41.03502152801236,27.66007503529142,57.225169054704416,172.14332212901422,167.0384763010661,178.69682043805977,176.48132043833112,93.17986961212395,103.21276441951936,79.07832924271129,32.271416602671835,24.28915179768427,0.06976549850640557,mid,pushup,good,95,None
7,140.56789087804648,53.93562987208455,48.19746095217926,45.302273242310314,174.59883304284634,170.75770427355664,177.51785753103567,179.76644660851443,97.37946027479369,105.6783535417998,76.04338312632174,36.68541086166411,20.78321196592109,0.06217902777106802,mid,pushup,good,95,None
8,157.85941831678517,102.12232629142746,59.83361696459476,3.599496230582613,176.18322144371356,179.74592934356374,163.26098340190748,168.64507215307748,97.35935573317077,106.34082320281463,71.81932593197017,48.70988933477209,25.979895376006777,0.05548156474629388,mid,pushup,good,96,None
9,167.93695809742977,151.98169670765677,64.54135867533022,46.509840040331966,174.95204921131997,179.8792965087267,168.45271740099005,168.41991007951063,105.75701625006262,109.92756994596313,66.30355456371294,58.76227075093733,8.623477667911581,0.04718584201159536,end,pushup,good,91,None
10,172.44259126322305,159.93148584012306,62.815478354372104,49.246966839309266,177.35233667088883,177.91875814553026,172.67486293559693,174.00681984778222,108.17205536897198,112.22675517538885,62.44121781081949,59.53131884173745,6.4065390262812825,0.04097580170137191,end,pushup,good,96,None
11,174.25933945195598,162.36037754703838,64.674331780311,49.89110451922195,178.4742947861788,175.6716541357142,176.11140861169238,176.81334370031178,108.9300938916715,113.95627001314574,61.834555818415424,60.13190426962213,7.042588205312977,0.0441050309729856,end,pushup,good,95,None
12,174.7176540635611,162.01815782822192,64.40620622855526,49.14200376274356,179.12384291739005,174.74500250670462,176.51771065890725,177.06742009612137,108.87328691423866,114.1218419378575,61.252497534903114,58.30274987499496,7.628160714533853,0.04459885163072926,end,pushup,good,92,None
1,179.5693726533111,174.15684066511187,70.77088232952154,53.49826057086344,166.69571456591115,170.34849973000198,168.8688567290876,166.27077224620882,127.48916096632408,128.99913155165416,65.68216897548356,112.03501670516619,6.089198795831405,0.05825018892843304,start,pushup,good,92,None
2,178.5698099940228,173.40081843301243,70.52510583522165,54.95977534701092,169.7783639339673,170.76529391208618,154.36295806014374,151.41395487191937,120.09236077823483,112.57810630093387,65.28673040370036,106.24673023118065,6.436901938573058,0.050900278913698555,start,pushup,good,92,None
3,178.9976747338902,167.10797397962173,69.84583720661828,51.02969552037377,173.15871123265032,172.32555324081224,155.760256796759,151.4438173356857,109.15639604157342,107.39484170605269,65.04236782235665,83.36040228742958,7.523398845789013,0.04776158022564084,start,pushup,good,93,None
4,178.50848933711652,156.71545132300398,71.64495795840593,46.61935316198821,176.62678008300227,178.303715367203,163.23108204541936,166.92662703987793,118.26741512337527,126.03081911950711,68.16234284532707,108.78745217726977,11.990905417064281,0.05862013372444721,start,pushup,good,98,None
5,154.68082142105015,143.4338912632781,61.61681006581788,42.02010659289201,179.29210681302078,174.73552044606717,166.12603423563488,154.22358073250402,113.6688561498906,115.81014897914844,76.97820259996305,48.432096293190206,9.888793266008046,0.06534890037342302,mid,pushup,good,95,None
6,130.5865310328412,98.79003830686885,40.950850869247084,5.231662897066222,175.99601822909963,179.0733676953912,165.14316898908535,150.50140819923465,113.03929170168831,110.92071248732145,79.56094185461279,41.12702535625985,17.47067403373247,0.06706319659828809,mid,pushup,good,94,None
7,139.01093774404129,111.90710336090144,50.73332975220272,20.63828974588456,169.6175028838331,176.10080943532955,171.12495208145592,150.93552118052466,112.7653726485698,108.13859309035607,76.37067458773589,49.65669031476221,17.699678280019885,0.06267906682809889,mid,pushup,good,95,None
8,163.11832992431388,148.52367495212755,62.38391561414764,45.61402369045862,178.05237052704328,171.44572758541054,166.76919199032702,154.91190828041132,117.9970944111241,118.19765241908495,69.79036992720526,56.01708953495849,10.005806311076928,0.06788338373289259,mid,pushup,good,92,None
9,176.38153533060796,163.0170019872749,64.09027823013932,49.57325998154935,173.52764202377983,170.8002867198301,160.78294958757442,153.70564856932504,121.67812651837302,126.4372835823397,63.994323750138,62.21467110954545,8.489072995617764,0.0687118460165546,end,pushup,good,98,None
10,178.46873976194766,167.71122701644128,67.41633100829506,51.39514437690854,173.05648048481862,172.14781946473627,159.38030487513456,155.73374801961177,118.86046467601825,126.56321873313533,63.859352043040786,66.66444526373276,7.807334261923022,0.06206494809019023,end,pushup,good,95,None
11,177.23605442784225,163.67365550709,68.20945566416766,49.4234553415127,175.17364084799956,172.18524178302212,158.2254021898195,154.5603166179278,121.45623058737102,129.52902857835042,64.59403978483982,56.01622153157065,9.414936374251152,0.061855293629127894,end,pushup,good,99,None
12,176.1564588918988,166.60294165058613,68.40525556422223,48.75117016392377,174.64768862566476,174.84294389150372,158.38668015254038,156.8141749663496,122.69145341452761,133.8109005959124,62.86298196574328,54.453716933794986,8.418962055005128,0.06509538599358893,end,pushup,good,96,None
1,175.13782471361426,167.54690137724953,73.66210067392234,53.6192528323902,167.17471897195557,168.70745644089425,157.303503029114,155.4670552272868,118.52186694442393,128.6460839092533,66.90048593050292,58.34704708369229,8.225434682698424,0.06234415530148962,start,pushup,good,91,None
2,174.24226637032007,166.2397608831914,74.50376111102324,53.51852239127815,168.45947487237427,169.79121337997475,154.49950044667705,153.64241365025427,124.06443627015823,130.37717161085595,67.52427853790715,55.95299572591535,7.497860970318949,0.061131332070111837,start,pushup,good,98,None
3,176.72825134178063,158.3931858832961,74.45354210550013,47.85952627580168,168.65175638903207,169.8347107328111,155.79899630672122,148.7935763497189,118.20308076710049,128.23205934939318,67.37062844113343,55.31329939010591,12.629286834251404,0.06126381510361561,start,pushup,good,96,None
4,171.2386442076771,144.18378270970592,74.18468543378955,47.56863341651192,172.46705945335881,166.96371448535623,162.24436544242135,152.41480638178462,122.43786044711155,129.35491862616612,75.2601404684927,52.96119055350331,15.184175144588545,0.04787665547964525,start,pushup,good,93,None
5,141.45288043849683,120.73502576570029,56.31028757735209,29.7011592863794,178.29611887551803,174.37545890456465,170.6278985363138,154.904443592017,124.73303696136186,118.18604072355542,79.09939955719057,47.82961508930156,14.703618823365172,0.0610963278238256,mid,pushup,good,93,None
6,100.59183197550581,70.2616702365388,14.14493518548976,25.8630996380018,174.32109260362475,177.62572995047503,167.7972434073923,155.5758844611669,117.83365611572084,107.77420036395154,78.56362083013057,40.796070000071545,13.526755647264807,0.06853683496622694,mid,pushup,good,100,None
7,115.4359963733381,98.8787877316418,34.03612594259009,0.32046639480938355,173.95361039935395,177.52463536085176,168.8502786491533,155.27058458904824,121.15051334282056,111.73847001656081,77.60979206543594,43.50829422486832,15.367126107467925,0.06439363053068979,mid,pushup,good,99,None
8,143.13392726963087,110.183657526385,49.42692677992732,14.054558784593024,172.14883581043625,170.69284974797097,167.08730312229937,155.73810310026116,116.9312152691647,112.67492772740184,76.33662516015775,36.25170549688765,17.076822272969306,0.06305661077162217,mid,pushup,good,97,None
9,175.63917769823186,148.74587749351076,65.31945362024058,40.326742113864576,173.67872428933953,169.5971125864256,156.3816926936769,151.345379220322,123.60208084414928,121.37184162649656,68.59556183749146,53.17196481278454,12.646835221003734,0.0642596292112941,end,pushup,good,93,None
10,177.2148959089154,166.2857026132177,67.1221793296432,49.397196658365296,172.14295801251802,171.16910856734853,161.09980703162768,156.48457208268798,126.87362834106874,130.8887936386687,64.38216068601204,68.66333033291805,7.65168513173695,0.06813892815008654,end,pushup,good,97,None
11,175.83265364852582,171.12496216779905,66.36481629415425,52.71594108484605,172.79671507653967,170.51839660534498,160.11356818879463,157.23292482988808,125.76037947381974,133.0785935346567,63.382988965565346,66.64932944016499,6.166748516194636,0.07295300778985266,end,pushup,good,90,None
12,174.01434146702871,171.51908436214666,69.61862330984638,52.43291742745454,171.75225774868002,172.17476024049304,159.60455651330574,158.15689434322414,126.54769470474372,131.9428055992597,64.13329479650163,71.10415470673387,5.389247708736903,0.06900428905039233,end,pushup,good,100,None
1,152.00393852174176,147.27212290742378,45.415011209905096,40.95962738699222,177.8753080332659,173.14222356360847,165.63869939658613,160.77955147077927,100.35896488027896,120.94406551453174,69.28340910508668,80.08977525082639,7.872906493389587,0.06788966258976371,start,pushup,good,97,None
2,104.74200148335149,72.22070878695433,9.766061680829962,31.180069098754068,169.2576388531325,161.80610916777778,171.56298760112006,179.96328864639048,96.96468840933662,110.4337027690618,70.69563057573005,73.0810950080457,16.651229040934318,0.09224689703883149,start,pushup,good,97,None
3,84.26490841906573,47.57435983029049,4.995719321288884,51.23661475806419,179.98542970067714,166.67808295759056,163.75230484873615,175.08278537908342,92.32396766588873,104.43615226137446,78.12543529882527,63.63007858849133,23.936291178894027,0.10098503075715244,start,pushup,good,96,None
4,76.38426542530044,38.288201590483425,7.961026298212747,63.1353496480226,177.9428761237696,165.7719408591345,163.37763527169662,174.37158499084543,91.7230775557073,101.65410208697615,80.19591702642762,62.564192209997714,25.273259339935926,0.09760295156595718,start,pushup,good,92,None
5,65.33785365184812,33.93957366768392,7.784200912659633,62.95311925926123,172.98683785243574,168.0614533677623,161.49876273944125,170.1569937409243,88.41507246207073,95.19927948075711,83.67094723199789,66.72209419144112,21.38700416712173,0.10102399628283754,mid,pushup,good,99,None
6,68.20063051829246,33.90052634734505,2.3562326707978145,61.259852506250056,174.39728873344387,170.54464407449996,161.87259731333933,167.4732043718026,86.96019745894618,93.50984580404331,83.87360061614214,63.17094634157693,21.841324813780794,0.10040470103855255,mid,pushup,good,96,None
7,77.75063663360075,39.97077474391076,2.686104550483254,57.4173582963113,177.12448983336697,171.13025025578992,161.63412411848958,165.9448177627268,86.86901990843361,92.72852741006277,81.42324095794548,65.46047312395962,21.73511127179229,0.09573507518262568,mid,pushup,good,94,None
8,114.80147313352649,56.38015231347944,21.673993210556702,36.239609446702126,175.77063407485673,176.77963332293837,153.70655935406586,168.2845042523428,89.11718550399507,98.9893244487985,77.28025756264309,87.74376746248899,19.689204029470893,0.08200865680853502,mid,pushup,good,96,None
9,154.42483240528145,135.41592196482986,48.51995284034165,27.76798467434995,176.447580459711,175.2293398755918,161.46484387271266,171.37697547951348,97.40440517342047,106.9433342106641,65.39942288583644,112.41962092691911,12.086035966921386,0.08155091781746633,end,pushup,good,90,None
10,172.73347952130516,158.97656245141454,55.89973077392704,42.80024846203439,175.85242107086626,178.69557646784452,165.4189647707107,167.2881138578674,108.66576308657493,115.24509314044268,60.17723814374325,115.48577894954495,7.629606783957196,0.07703839721821433,end,pushup,good,94,None
11,174.72065135008265,167.88135157853458,55.449676323046134,47.19100907971997,178.7340949712856,179.3389126696904,166.32249566631882,170.12766821802302,109.1423283995983,117.58759051847474,57.74766830371625,105.44503727883757,5.590643876771933,0.07964320692277375,end,pushup,good,92,None
12,177.28957390783444,169.841379443453,57.834306780276265,47.98951332607992,177.524069864753,178.79675226342803,167.03231119130626,170.9552894275713,108.00388897120635,115.7913045712887,57.73148711206601,105.10741363893915,6.055212830720042,0.09073160352040617,end,pushup,good,94,None
1,175.92622714483733,177.9747503762323,65.2644807186115,63.881470605848804,175.1559650567033,168.51912740309265,178.91540830891455,166.16465473945013,104.7808608368796,99.93081874044348,67.1746784090408,118.20144812832824,5.533833332733769,0.05336578406890924,start,pushup,good,100,None
2,174.63515765221604,176.84311658290576,66.88114887967966,69.39353377934506,174.41345780048266,163.41704536681553,176.09909094834074,167.79968311909394,107.89562710210954,102.70788110855595,70.91265746643843,109.25620711845457,5.840782017364532,0.04549947309808448,start,pushup,good,94,None
3,171.86580385764557,174.95037006912207,65.77716843102391,67.73387464364772,174.88330016115972,163.83960966750857,178.54365593598834,164.0027399335224,104.96852204224363,100.65122110796416,71.1790679996114,89.37695469310566,6.9886359708993755,0.04493608488845092,start,pushup,good,92,None
4,157.4430283727593,156.97835043783277,64.15992092291184,66.41745253812601,166.62367980633925,161.46226612991137,176.06323002514785,167.9522121415152,99.99979600563766,100.47694930605593,80.32815892508222,44.83445682303932,3.294358882123902,0.04066519014918253,start,pushup,good,97,None
5,126.034809419966,111.60788942409395,37.64547228135437,27.215493685057115,171.3558836729308,178.7185141126014,161.90347075132962,174.10974267355638,98.97836567943256,98.94452759106699,85.52414580305036,36.01232117549028,8.891927808486452,0.05601591392697545,mid,pushup,good,96,None
6,67.6688092990841,49.96033400395517,12.442472694846233,33.884762403359105,179.15953279650188,173.5181056219229,177.74272319379472,174.16126473231654,85.00154321483014,87.15633468075309,93.7369858701766,32.70170702878069,10.105688421124384,0.06257594849040161,mid,pushup,good,91,None
7,48.480312650559206,34.69853688013388,28.95258981815896,46.87294867069863,179.83096157329194,171.42227673894322,173.8658604392162,167.00491278493809,77.85811652604217,79.54458560331892,96.30373531990655,34.217362899619516,9.731647237773714,0.0593902822941616,mid,pushup,good,93,None
8,50.14007185397927,40.36487659115491,29.380844990309747,47.95235898692687,179.9795740338819,172.57982424500227,173.20988818796425,165.0313218420858,77.30740259210688,77.45403513288773,94.90823618583937,37.1246087583997,8.814331586996085,0.060417283490212546,mid,pushup,good,93,None
9,57.96616553380049,65.22596748876782,19.713909761651415,23.96416573785876,176.34383302487703,170.2463058561331,173.57578017613346,164.55207869031787,84.83832047861677,81.70633108360893,92.1104950472871,49.37655028609238,5.952655196148408,0.06993438993844682,end,pushup,good,98,None
10,153.91725594823183,148.99170298280242,58.971657257867754,61.73828154050233,166.4432493408339,149.8639724144764,167.84772669280773,152.3911948208045,97.29265816580235,93.17110463355058,82.84367718943962,62.8071801806735,8.769907915735295,0.0339327321572415,end,pushup,good,90,None
11,167.42929186009016,168.153829740815,68.74229173820154,71.88764130535311,164.12139506001046,150.7255153616168,176.17667987629713,158.5462444926418,105.26665056696805,100.42918088313795,78.61118455923561,63.501836256197116,7.946734442751105,0.04455780760638365,end,pushup,good,97,None
12,170.75611412186046,169.70437496654452,69.4434620854865,71.06245220836931,168.26492466531084,156.8575652351433,178.36788774267356,166.0336410797952,107.91331614684664,104.65059221341201,77.03107117871564,64.93397241640494,5.935011860935856,0.04256607421440475,end,pushup,good,99,None
1,174.4177725346405,173.48880380996385,75.985652818242,83.74075847584072,161.32557442792364,143.76088119884997,179.82415856027728,164.49773511267358,107.99845539146726,103.70535362547781,82.05801719169239,61.899018045354175,9.173658564988438,0.037197757539432864,start,pushup,good,97,None
2,175.15900025439836,174.82394744525777,75.9799584420506,84.23186381111161,160.49993478740996,141.97543355265037,175.295089209279,160.51363645213672,102.23187738334555,101.86865640673346,81.45057609151795,59.9063672968225,8.451226629343111,0.04294484375031978,start,pushup,good,90,None
3,174.08868503285314,172.87922722976768,74.83489586287382,83.45005266315988,161.08632088771606,139.84908309085975,176.63064892105197,160.1250945397407,102.41539066442505,100.29298712820693,82.26455272830525,62.60672984022077,9.937962063551442,0.0436530637672613,start,pushup,good,94,None
4,172.65753677873056,170.24076367934256,76.78320722628847,77.7657944899647,158.031535218459,151.2356235182621,175.32342614066374,166.9592257133993,101.54546535210221,100.36345655957787,82.00183347790397,68.03344618251792,3.948296256609987,0.04549901306054036,start,pushup,good,94,None
5,121.99841705788754,124.18822229537855,34.79068787153009,46.232685875517994,177.96151605191997,163.7253465594214,179.92252365946348,175.5608096450617,83.00154650287034,88.27217380442286,88.6708189370779,40.15170863568834,7.500062809986355,0.06439923805062919,mid,pushup,good,93,None
6,59.59356333186649,52.788309745021685,23.361959209022867,31.81815712996664,175.5505837183413,171.7077647613083,176.41122548370805,165.872099229942,72.75447335601665,76.03059192470454,91.57742960129175,35.47973420013326,6.583903057455103,0.07019152484298391,mid,pushup,good,96,None
7,53.87168307211231,37.22910938305917,28.35915879413064,45.23476951483028,178.81733259850853,170.68543199678913,170.45211548792454,162.5961590959592,73.20239831654447,74.44015142199778,94.05442042461902,34.009874523895796,10.14875890177817,0.05725609185143505,mid,pushup,good,100,None
8,89.79034000360535,66.87038825438987,0.7804792383835257,13.815701115134644,173.8569263981572,167.9721494933923,174.88418494396282,161.74327343910062,79.47394128906686,77.56208686343584,89.21468554443823,42.82307205930757,11.378543292244949,0.04799476899242459,mid,pushup,good,94,None
9,145.0308005557089,130.05268714982273,48.560538940317045,43.40315692923057,174.82377318799428,161.31442213761548,166.01192328975588,152.87078132351172,89.49349282270147,84.43771588583583,80.32460855034483,51.47080930517059,10.368353074092251,0.04103400479880832,end,pushup,good,97,None
10,161.84979405062134,156.23219983329642,60.4923707485139,59.385688191961655,163.64869772604862,156.76706756474402,160.41663594540256,149.90169843454575,97.77332358821626,92.54090435086295,75.24035897277572,65.74958569145869,5.870652736678378,0.040151784435617545,end,pushup,good,95,None
11,170.48751341549644,165.78231478177597,67.73594632971712,67.07334367416178,163.71347435727486,154.28454855098317,169.8262002258189,154.88010810576978,105.29890154686105,99.40702671585889,76.07250597988694,66.00903060577951,7.126938809323756,0.04332084434609799,end,pushup,good,100,None
12,172.03906220661835,169.12345302626997,68.61610965107965,68.57641494164685,167.07852016400955,156.99914661240038,176.81136076049947,159.21926871139982,109.0649972140115,100.44231994503232,75.63473071037572,67.5349327057606,7.849889351893836,0.046360729779966914,end,pushup,good,91,None
1,111.89398746277448,116.81454002239828,6.680184745486166,15.43719334695419,179.018124342478,176.65979640883188,162.98560287284465,170.3578206481826,118.65643565045929,108.30383148366185,75.20065372188898,14.412631825492737,6.752142207374665,0.037699145826483864,start,pushup,bad,62,lower hips
