frame,right_elbow_angle,left_elbow_angle,right_shoulder_angle,left_shoulder_angle,hip_angle,knee_angle,phase,label,form
74,164.9513840196606,167.42245625222782,36.17263366289568,44.70755227846125,172.2117525856085,149.46842938136962,start,pushups,good
75,164.9641629368348,167.36974514656723,36.15005520558105,44.68485461993291,172.2112228750631,149.35240735447408,start,pushups,good
76,164.97595138640864,167.33265861551945,36.14192577888324,44.669769383115046,172.21029787584746,149.29980899732206,start,pushups,good
77,164.98655524450095,167.297910993275,36.133031364406,44.653211554381855,172.2243105028109,149.2849837969892,start,pushups,good
78,164.99945831214967,167.270059624927,36.12273965762223,44.63724199715696,172.23315814668766,149.24349998951266,start,pushups,good
79,165.0115934911815,167.24104527864873,36.10877465579592,44.623877661605,172.24671071517344,149.2224237728116,start,pushups,good
80,165.02875975442518,167.2110965249306,36.08835051703867,44.62361731568321,172.2799520627366,149.2118878455936,start,pushups,good
81,165.04206689415545,167.17747363968377,36.07666354504108,44.61561514268818,172.30050109111045,149.20104609305233,start,pushups,good
82,165.0554000224787,167.15649776941342,36.06398855431329,44.6143250255273,172.3216546204603,149.18481445344668,start,pushups,good
83,165.06691635205075,167.1368916279877,36.05891996238925,44.60932732830157,172.33745258668077,149.1793708003382,start,pushups,good
84,165.07829833224673,167.10773390583515,36.04610010543393,44.60113627358321,172.3549289956766,149.15114789290786,start,pushups,good
85,165.08811413413798,167.09245780871987,36.03924854338488,44.5909555145704,172.35977048585042,149.11977072787715,start,pushups,good
86,165.09837938043594,167.07213689565918,36.02964934335668,44.58227654598359,172.3717283120647,149.09698635239505,start,pushups,good
87,165.1152140848285,167.04974616757903,36.0058488300726,44.57979344807678,172.4049794639681,149.0788298823912,start,pushups,good
88,165.12866310677543,166.94844362957198,35.955015427241456,44.53732242662701,172.44444624448278,149.0630287989525,start,pushups,good
89,165.13869922526507,166.81324229426585,35.85188409304089,44.4480295643611,172.5251415617122,149.04714364611664,start,pushups,good
90,165.16497197470323,166.66319549739006,35.742514334584854,44.33950158141749,172.67321217819537,148.9816703972945,start,pushups,good
91,165.16492029978966,166.59327792296386,35.68047690208455,44.24997691656777,172.74403904084224,148.93290956764284,start,pushups,good
92,165.1724285995181,166.50241432164916,35.60776815356242,44.07369622463289,172.8483109563484,148.9706886279178,start,pushups,good
1,166.38744410664887,166.60609114362003,36.35053509760435,44.94719342536218,172.37642594293666,148.94651871529996,start,pushups,good
2,166.98642469841806,166.64925218764515,36.480624923755336,45.24809265582495,172.6842609388299,148.92698949012168,start,pushups,good
3,167.09206459215417,166.70805767051797,36.451636681808274,45.45866317867511,173.15993112444167,149.1945545564118,start,pushups,good
4,167.0877812267905,166.7510132692081,36.42691212969024,45.606021618357794,173.41926609172964,149.34894940973314,start,pushups,good
5,167.03562543010597,166.69272538164984,36.40706803363902,45.93459212372845,173.77825554149985,149.40922947206946,start,pushups,good
6,166.28357365364712,166.47335034935435,36.11897238635721,46.12403744819874,173.9231482077352,149.4824454439292,start,pushups,good
7,164.77262739240317,166.03031159790385,35.37291244521487,45.97903301973662,174.55924292788183,150.14652801306096,start,pushups,good
8,163.2737010541188,165.31745564330643,34.18607327547562,45.20087015639591,175.4432467199888,150.23272586657978,start,pushups,good
9,160.92771988645276,164.06036853787123,34.04132139438622,44.81777013895088,174.05082323755985,148.14800475220753,start,pushups,good
10,154.95252108282082,162.92655709031604,32.7672792838302,44.16193939303196,173.54743633077894,150.66077489636987,down,pushups,good
11,150.23734848193828,161.615173411921,31.770624956394965,44.18837722103579,172.63065248032973,151.5555638305025,down,pushups,good
12,146.9017094043869,159.40444928080464,30.866140140001573,43.73184397314812,172.96514531211247,152.3097073435242,down,pushups,good
13,143.91413669410616,157.01298670098748,30.801794879968277,43.349514531532,171.77496149002909,151.1024679652631,down,pushups,good
14,137.2402107414786,154.41414610877973,28.780888411029217,42.98478318468456,169.94309808351318,150.58350037929455,down,pushups,good
15,133.67606324427038,150.96637092093434,28.8896049297903,41.68065976885301,168.16218017388564,148.10114133806815,down,pushups,good
16,130.50410306526885,148.3653687971165,28.93407787735531,40.26218883357534,166.2048363001977,144.572432939519,down,pushups,good
17,126.4620171706468,144.45381134906765,28.098596385479635,37.962215047772034,165.62685507739732,142.88940132979633,down,pushups,good
18,121.75938650811275,138.52355139096983,25.933819109831497,34.2219932892335,165.76564685772416,144.37534316790385,down,pushups,good
19,117.72823537405282,133.57458779226536,23.552313923645453,32.520721200891515,164.91270606458943,144.46225899262174,down,pushups,good
20,114.7392664465058,131.37016372568164,20.937675371425023,30.90707694480921,165.0057213476106,142.29747971379945,down,pushups,good
21,109.00361383417504,125.725270492784,17.09843711057517,28.656364167474276,164.43520625469435,140.6617844344123,down,pushups,good
22,104.17329558321138,120.67686267877455,14.240273466853784,23.486441627387578,163.32787994940085,139.26301366529785,down,pushups,good
23,98.42030885609084,113.337917513696,10.633512352794986,17.477135240647115,161.8676527637967,136.9895531080979,down,pushups,good
24,93.3937171429367,102.6914926181832,7.691142993049049,8.92656108134031,159.97268014057383,133.68981928299945,down,pushups,good
25,88.51834673290143,94.19025649986872,4.378944127882987,3.1243476018577176,159.50123085948968,132.2651513102259,bottom,pushups,good
26,81.29452358731385,90.18310295172247,0.262920571563463,0.7738841610553493,158.00540934611683,129.72080668577487,bottom,pushups,good
27,76.2513612124579,81.54744019792811,3.379521257549307,5.924785878075934,156.93420017627918,128.34915942740233,bottom,pushups,good
28,73.15859578694226,69.39371566833638,4.627885609999234,16.403579414982463,155.7045566395688,127.015530024972,bottom,pushups,good
29,70.09627410752435,65.73149446828666,7.257264710032541,21.048466125808535,155.97157675925666,130.003464586323,bottom,pushups,good
30,67.25045107432021,61.91713476371973,9.400285506557074,23.647697606897545,156.93390895334716,132.72393361750147,bottom,pushups,good
31,66.74852286404904,60.91486904443476,10.182755386914284,24.723595724553142,157.56210461265886,133.03250918077313,bottom,pushups,good
32,65.4494822514998,58.75498433305048,10.73408196949201,28.057779981345256,157.74827697086496,134.22229962050184,bottom,pushups,good
33,65.97915300628061,55.93120759373085,10.15767940513578,28.951553875956883,157.2704634070444,133.8894042289951,bottom,pushups,good
34,66.83095928309699,49.3120450939949,9.519326018580363,34.225052597418426,157.36940577927032,134.14889961855437,bottom,pushups,good
35,68.98885073953109,50.072080091422144,8.81526402863553,34.30649504857619,157.68294164148554,133.78783817476503,bottom,pushups,good
36,70.11178272090022,53.43956642056877,8.154713958569381,30.07339430908097,157.79910224104205,132.52756210053636,bottom,pushups,good
37,70.93388524175691,52.58776473213672,8.501181281753876,29.151696833357388,159.38726042406427,131.54390791360706,bottom,pushups,good
38,71.39041666833027,58.08973584763344,8.262150195505741,24.132231183631596,159.16542691800083,130.647124236011,bottom,pushups,good
39,74.51818448548411,69.93342001780175,7.684958044719817,15.547745428472624,162.21309160437056,130.40119429720133,bottom,pushups,good
40,81.80964662532374,79.99462919238917,1.226370854916305,6.082828441616212,159.92221446724642,129.09449976558685,bottom,pushups,good
41,88.00033173058134,96.6200268447123,2.662908523927924,6.4724882816963225,162.63119428714677,133.43625675336764,bottom,pushups,good
42,96.70730685227824,107.81432681202108,9.080288414596517,15.480480488818635,163.63149454074605,135.9525108601238,up,pushups,good
43,103.25640046278178,120.57745688871616,14.882676066236868,26.035769209104497,162.08456704153073,139.01629772591258,up,pushups,good
44,110.48260310212878,128.8286948953017,18.526480969547755,30.73901910208568,162.4310970621656,140.67176972064576,up,pushups,good
45,117.27162709481988,134.95825845360957,21.35075376571011,33.416103766593615,163.66173534303618,141.1824503688712,up,pushups,good
46,126.04195439562564,139.89483204702793,24.23279548173315,35.491842872225604,165.75816673504525,141.58335401115517,up,pushups,good
47,131.72618027215935,146.80683197170245,25.31869966852251,38.32706603758256,167.8892791495174,143.88125224308155,up,pushups,good
48,138.41664775817705,153.35445686828578,27.96415529367145,41.03168608725956,168.20271956824112,146.72869536612558,up,pushups,good
49,146.28530982667823,159.17971916066935,30.04445733779848,43.50115899418554,170.1227632545129,147.91971469581148,up,pushups,good
50,156.213089664934,163.41879522544212,33.54143057577891,44.03645214686735,173.00855514794563,151.74001749581458,up,pushups,good
51,161.52364323490198,165.7610100938967,34.55374301655017,43.94935784811784,174.8132259955958,153.2934910067869,start,pushups,good
52,165.13886070815244,166.75550079696214,34.80824651542194,43.4034844151144,175.6880842205639,153.0947942811288,start,pushups,good
53,166.100699042363,168.2803132296881,35.67368950901568,44.21611417658725,175.46492211570063,154.48301943385098,start,pushups,good
54,165.06014564053635,167.61499829557837,36.58321601882078,44.5010842526214,173.67790117593532,153.78952542883098,start,pushups,good
55,164.78926982372963,167.53096524067146,36.131248363072274,45.21401767422446,174.21271603000574,155.03213262842056,start,pushups,good
56,164.79236980971942,167.06952549342498,35.618214626439965,44.708473276786606,175.42496382230493,156.62275446113807,start,pushups,good
57,164.7482810722178,166.82494817422557,35.36574058523991,44.53182628424897,175.93697011788583,157.44013243230097,start,pushups,good
58,164.48846684761835,166.79270225374276,35.08050080478978,44.4386616035729,176.29364375809675,158.16338446726945,start,pushups,good
59,164.40318087740042,166.72657159244662,35.083867282417735,44.30603404137041,176.16139296092476,158.3446685402623,start,pushups,good
60,164.2483379175857,166.6456829754884,35.04302610543738,44.25410825535176,176.05356952352588,158.15604417183835,start,pushups,good
61,164.1564270408032,166.57295406598575,35.053523969231925,44.19644257470875,175.92339067010363,157.9527734204384,start,pushups,good
62,164.09097922403237,166.49104260134374,35.06589360286842,44.12013059157151,175.775289365693,157.73971402128748,start,pushups,good
63,164.0624578979729,166.40115787362635,35.12878498094721,44.07334107370339,175.6104722274669,157.5831417007796,start,pushups,good
64,164.07332889659256,166.3471798694477,35.18164777287896,44.04288406000192,175.50912188766708,157.50832685890865,start,pushups,good
65,164.10973051920607,166.30720080633995,35.24860135068656,44.013568086834574,175.3950926699874,157.43480348133946,start,pushups,good
66,164.1460946482979,166.27867043409648,35.315590271930866,43.98426049794599,175.28608957148984,157.36203405121515,start,pushups,good
67,164.17026027201084,166.2839904242252,35.3818401614264,43.97525382277746,175.1523958392596,157.261701421771,start,pushups,good
68,164.1754280267644,166.28992384667714,35.420801580037924,43.942658259127725,175.01442025424765,157.1658162739637,start,pushups,good
69,164.19039339269062,166.2876883860128,35.44856957655164,43.925246311717714,174.93202832597422,157.13456070633637,start,pushups,good
70,164.20573351737502,166.28862516381656,35.46801813498714,43.91237849412228,174.8722406199485,157.16065071912365,start,pushups,good
71,164.22138585597304,166.285376574679,35.48677783330344,43.90620401390351,174.84916403219242,157.21487066356693,start,pushups,good
72,164.23679477151668,166.27899975941958,35.50313537545832,43.89898319733344,174.83185122925906,157.25680081603522,start,pushups,good
73,164.25701099501657,166.2789835670476,35.52053929288709,43.899838450821306,174.82257369409862,157.26736690427705,start,pushups,good
74,164.2775900622521,166.28409625750928,35.53293571571093,43.914866995038615,174.8239628085486,157.28299675701368,start,pushups,good
75,164.29398553900185,166.28121816872488,35.54598008068617,43.93243775017772,174.841903073722,157.34208759266912,start,pushups,good
76,164.3087725313348,166.27508071804985,35.558055820525176,43.93867340891632,174.85862465981037,157.37769806969442,start,pushups,good
77,164.31997874859826,166.280073684794,35.56434082936897,43.95094850025346,174.86617420954798,157.38904056879326,start,pushups,good
78,164.32919038293898,166.2791207608575,35.57024494418612,43.95780726688617,174.8713036121473,157.3687250481058,start,pushups,good
79,164.33494859389714,166.28390015316518,35.592253243041604,43.96867701134456,174.85665962714154,157.37065508970878,start,pushups,good
80,164.33882596939358,166.28630225882517,35.615700701327825,43.97444825675235,174.84686834486368,157.37810022145428,start,pushups,good
81,164.35072746574127,166.2864967122868,35.62809903353361,43.97600040493443,174.8567507221562,157.392876761486,start,pushups,good
82,164.3656762954631,166.28426225204578,35.64075778888942,43.97753807277457,174.87158919059294,157.41231007989916,start,pushups,good
83,164.38103637667336,166.28156789952382,35.65760428427223,43.97714645362311,174.88221026296378,157.44929402935702,start,pushups,good
84,164.39624006224966,166.28485792181542,35.67245517857213,43.9790782112552,174.89146776864212,157.47354366681222,start,pushups,good
85,164.40724922795542,166.2845818077051,35.68380094406732,43.97882274667375,174.89812538978023,157.47286935172514,start,pushups,good
86,164.42390816827515,166.28941704998306,35.71206619294242,43.98738987880991,174.9042047035222,157.52325665180152,start,pushups,good
87,164.53330024320027,166.24183688548058,35.76232565635596,43.95559079324542,174.8782775127599,157.49135716416825,start,pushups,good
88,164.5956046313551,166.21812246347912,35.781144385791976,43.930317628340575,174.88018631761827,157.43580385971558,start,pushups,good
89,164.63577982027442,166.16398257627282,35.797724141746684,43.90189743417148,174.86918065962456,157.34360001665553,start,pushups,good
90,164.6557430940979,166.07812694694115,35.80525422380426,43.86000005095508,174.8678388916523,157.23526823696116,start,pushups,good
1,168.1302988282873,167.4120219199802,53.74691932866092,52.922636122699465,174.7742175121907,177.53682161830395,start,pushups,good
2,164.7049273384837,163.29477871904297,57.10400766988917,53.946481118782174,171.08730320105246,176.53765838868898,start,pushups,good
3,162.0846534844646,160.4001739974609,58.85922349631699,54.184764333503765,168.5237834380823,176.2905106036869,start,pushups,good
4,159.97368689810045,157.47484946551472,59.297737179490696,53.99214635691267,165.74315517025562,173.7201771777016,down,pushups,good
5,155.76665311208706,153.1460896549445,57.91882269098748,52.62129099650849,164.73379637915806,174.49908652698994,down,pushups,good
6,151.68799371368604,148.41667595059715,56.52017767014468,53.64414585389942,164.8555254932614,175.79529767122628,down,pushups,good
7,147.80928721460782,142.9151073148328,55.29207926220863,53.40245279486853,163.7947079789774,177.10201353617364,down,pushups,good
8,143.44146063553907,133.81521604849578,50.39016384255641,45.56382670162762,166.93362035471625,178.4318359464847,down,pushups,good
9,138.8432552614569,127.51380662995048,47.11073545600175,38.43853658691428,165.50790307264236,175.00455735347504,down,pushups,good
10,135.77413853880168,121.9603444795352,44.18772328975336,33.24319554870143,165.79967548260387,173.01229433718962,down,pushups,good
11,132.85115531236417,117.0612827765354,41.82541711320793,29.928313550450728,166.33778858760215,172.8094321105562,down,pushups,good
12,126.7235503200284,112.68799161018144,37.81728563588639,25.62502073765111,166.39349753595152,173.2284393655579,down,pushups,good
13,122.35155675034316,107.99957741915746,33.98492690066747,21.48048489411265,168.25660999810424,174.021194018458,down,pushups,good
14,117.18764833921249,102.6846804467148,29.177406435581837,17.561442847926482,169.83553862388274,174.84472384486165,down,pushups,good
15,112.55922889508736,99.14637231139533,25.505904952853125,14.92510137807167,170.36188608840604,175.29959168925066,down,pushups,good
16,109.0414066350008,97.16278343553849,21.9666418907738,13.48031485031473,171.26003923498192,174.9027646944285,down,pushups,good
17,105.9760182762158,94.90978407718296,19.380006688916698,11.49146835284036,171.0369148208389,173.1415530668699,down,pushups,good
18,101.64746765333705,91.57029414881988,15.844520884606291,8.791003565364647,170.34752463728154,172.00955861387877,down,pushups,good
19,93.73989103685152,88.28815079207527,10.03903114991876,6.141262920297507,170.63602530565703,173.27913540806557,down,pushups,good
20,86.61175031862956,86.49252786116847,4.898377679497928,5.174538257927511,169.49684603475168,172.0812980488727,bottom,pushups,good
21,82.66064844027248,84.49808685329485,0.8112871247852521,3.1753957467261458,170.39260916884976,172.23098894389022,bottom,pushups,good
22,79.46601631322044,81.72041106076635,3.9342958335100784,0.9349157808164302,172.21296222915086,172.60633763991288,bottom,pushups,good
23,75.50937892026153,77.71812562364684,9.421673407116211,8.344639985860221,172.30704306272028,172.51975446039023,bottom,pushups,good
24,72.74170613692344,72.38961273677346,12.38199714787652,16.572217950393693,172.88970519683355,172.24599915151217,bottom,pushups,good
25,70.07633875318626,68.47324888132643,13.8372466876203,20.53417126171011,172.12824473768706,169.4912448209994,bottom,pushups,good
26,69.81141305716909,63.75203398075167,13.778829313473643,23.41222883561436,172.62845022105404,169.36450434855587,bottom,pushups,good
27,68.44015941140478,59.38469211429733,14.45367123287539,28.0710153066194,172.58476633720608,169.3022421136341,bottom,pushups,good
28,66.10147848684099,56.96504486120078,16.64304441288026,30.956399424563607,173.82589570667133,171.18818253323474,bottom,pushups,good
29,65.07996923125602,54.61715588844198,18.875714969670124,35.000501959876786,175.29390807709362,171.50962920622723,bottom,pushups,good
30,61.93017106914249,54.6185082982902,22.80983313898238,35.93126794976798,177.41518501432407,171.79949563600974,bottom,pushups,good
31,61.495421864154174,51.85769593187653,21.0581518157272,27.23547734643318,173.9086643132604,169.05739852389738,bottom,pushups,good
32,60.29825865840542,52.25507605293074,20.652683865853174,25.93952272610197,173.88832930860573,169.93128802176628,bottom,pushups,good
33,58.42832346481389,49.83934413682013,22.219568997639776,31.178469857510837,174.93248969502474,172.2546849766998,bottom,pushups,good
34,56.06519039707143,48.99680964728044,25.590548677558267,37.35403826420559,175.7233021205478,174.26758421140627,bottom,pushups,good
35,57.61805142509582,49.20849448157227,25.36224863882304,38.82495554892645,175.64124153314586,173.37344664555735,bottom,pushups,good
36,57.93721245551978,46.43156540761408,25.542836112623096,41.3971898196204,175.5428336280672,173.12511579929884,bottom,pushups,good
37,58.38881047818524,46.04475215009051,25.52022394488997,41.44284228297445,175.78353266627636,173.279229220928,bottom,pushups,good
38,58.75196962303583,47.04208001137192,25.11321006343372,40.698161021648566,175.74086039395326,172.92565970369452,bottom,pushups,good
39,58.87289489394958,47.198251248093214,24.9582683896634,40.577254973056206,175.8171844863781,172.93467078342923,bottom,pushups,good
40,58.782239396920446,47.47187834255171,24.996699967858333,40.42877321238355,175.90324964091735,172.69374958994973,bottom,pushups,good
41,58.41114941344867,47.19569545331348,25.900987004007835,40.813595215188535,176.14388342730135,172.68542171097533,bottom,pushups,good
42,59.09412226744688,48.010029594399775,25.48929288967312,41.216826916497645,176.26460634159625,172.32912642026065,bottom,pushups,good
43,59.69279339236677,49.71711926591747,25.461957105478614,40.41977392807373,175.94330190223653,171.9449129233732,bottom,pushups,good
44,62.47407529264599,52.57141016008002,23.256969922583536,35.90344224461221,176.11345784892717,171.17871002706565,bottom,pushups,good
45,68.56042921056793,59.43047058718663,16.66105529288319,26.08505228087129,172.51197204580262,168.39029764290802,bottom,pushups,good
46,74.9087265654592,68.33850795783539,9.81868743812844,12.053501896634096,173.60278651547068,169.24522450774177,bottom,pushups,good
47,82.04730760840957,73.9130203010433,3.6057408505104314,6.490749881594657,174.479742042214,170.72548634389224,bottom,pushups,good
48,88.37492049890092,81.55121899123097,4.036596911680394,2.275866477100216,170.9188268884979,169.90794058815575,bottom,pushups,good
49,98.293353651766,91.75494110942856,15.504408995823429,13.100547008014576,165.48709617667885,168.15497003458665,up,pushups,good
50,107.30865498754083,99.96403581252116,21.86856954510744,19.127118086749785,166.72357422975796,168.93194503624113,up,pushups,good
51,113.87156546006868,107.67435783003413,28.22729219414862,25.92268374685022,164.33659790633612,167.66697161840295,up,pushups,good
52,122.51111296187806,115.3143511639622,34.18598479092197,30.573475551681216,167.09783792031095,170.07454253383162,up,pushups,good
53,127.9791586569593,119.94109133759548,38.21879531044538,33.464288618081746,167.0905318250892,169.65450072734598,up,pushups,good
54,133.84849088013524,125.28626245492924,43.002167716186776,37.30373101141728,166.05827988827397,169.65724532383717,up,pushups,good
55,139.84637804744173,129.07418271527638,46.060932806605,39.665331071956295,166.964203416136,169.55576701146444,up,pushups,good
56,145.1528967815696,136.339804587917,48.87255707238064,43.91113988520393,167.5016441159613,169.73181685111803,up,pushups,good
57,148.78555480207817,141.21504121129632,51.06449582054098,47.25675674330313,166.996530266904,170.0009509995172,up,pushups,good
58,152.00856629831807,146.29732397405306,51.880338892553546,49.90454414147754,167.37395902126505,169.04298153692486,up,pushups,good
59,154.3351529502266,149.6381357224356,52.09798647534393,50.96456441575054,168.039831782527,169.57322768408352,up,pushups,good
60,157.72825201758562,152.59599459864967,53.05649569680952,52.60814032974576,168.871553205792,169.9185555970245,up,pushups,good
61,160.973862498547,156.05355223510907,55.70692571530567,54.8823524572902,167.49724140289868,170.18278850583062,start,pushups,good
62,165.05756408699116,160.81654427038274,57.38402611690247,56.53620274600348,168.11048628387965,171.1010649813075,start,pushups,good
63,169.15231787545724,166.6588702917727,59.157678343963696,59.01366675448903,168.57683825367815,172.07159872377068,start,pushups,good
64,171.64972846646222,171.34146081486517,60.79356617511744,62.27683261914124,168.02085775412965,172.24311849483752,start,pushups,good
65,172.95800354064377,171.81525509265813,60.21096584051989,61.52438231602545,170.213484397409,173.04774804289585,start,pushups,good
66,173.55035292552233,171.4876526778945,61.0218001452393,61.82812602585619,170.67968037535414,173.89937381439358,start,pushups,good
67,173.7907327546699,171.51497399821594,62.052367501461646,62.06419075847849,170.33947310031024,175.08054816200956,start,pushups,good
68,173.6586850316711,171.39591836489566,62.39252037007704,61.96851839147751,170.60854742456686,177.3033193867096,start,pushups,good
69,173.81707392514485,171.23598909410902,62.883640542571165,62.87409857234445,169.87185942035663,177.5134355927005,start,pushups,good
70,174.13425076591176,171.79260209717052,62.43512615874929,61.46664246624229,170.036269203107,176.50754787848211,start,pushups,good
71,174.11702655596926,171.39295903472384,60.60862010699023,60.618311736614665,172.27814162381245,177.1799808116558,start,pushups,good
72,173.92793479404844,171.380032930737,60.72221809584271,60.90857188288277,172.0703899239961,176.70270853130768,start,pushups,good
73,173.81858494609926,171.2794780474151,60.83203672642405,61.06616517907052,171.88041383425778,176.37578950675984,start,pushups,good
74,173.74954713948455,171.19879942139576,60.94734858653588,61.22957827134529,171.70077255943377,176.18320414965203,start,pushups,good
75,173.69652545568007,171.13159452158945,61.03798565040615,61.37142266375125,171.58122142072017,176.08997193946334,start,pushups,good
76,173.64631074760396,171.06979926998034,61.11195793190767,61.52341798938021,171.4791291384242,176.04299210385554,start,pushups,good
77,173.61254866634826,171.01851861693285,61.173634106775154,61.63513734872396,171.38782322391668,175.9916233707495,start,pushups,good
78,173.58272574980472,170.98495178248714,61.23862485905765,61.74072189207328,171.2665806905657,175.92720432321607,start,pushups,good
79,173.5649003921715,170.96810691564042,61.27960471415637,61.86057406578267,171.19880313794897,175.89571019443903,start,pushups,good
80,173.56229758451568,170.95177263027804,61.32429291515825,61.93222250221837,171.13610675910155,175.86813179305105,start,pushups,good
81,173.55875343088124,170.96351213587613,61.36764382636992,61.992594556020194,171.0814212442042,175.85447207564584,start,pushups,good
82,173.55929943709182,170.95722248864138,61.40248004585988,62.022897973618974,171.03442993144924,175.8345240425556,start,pushups,good
83,173.55224902436947,170.95731416031333,61.4240087624644,62.04786171484679,171.00125611789727,175.83654900351834,start,pushups,good
84,173.54508448346664,170.9600112474614,61.42936826488409,62.06280749140621,171.00488893072813,175.879261351577,start,pushups,good
85,173.54102573643885,170.95854568845922,61.444913213290704,62.08004802172353,170.9910298857791,175.91237331205969,start,pushups,good
86,173.53861907120108,170.9535860274752,61.45484050276607,62.09105079016433,170.9899334719093,175.9425813252066,start,pushups,good
87,173.53425386371637,170.94132757577532,61.46040044784067,62.09606685449897,170.98379793782073,175.95131698833066,start,pushups,good
88,173.5299947736515,170.93643771165588,61.46991058717112,62.10340490487542,170.97757213252407,175.96871201175077,start,pushups,good
89,173.52617493382152,170.931726177672,61.48287028933223,62.10892095500034,170.96387498439236,175.9776532983467,start,pushups,good
90,173.5218902169363,170.92364327883718,61.49255586217723,62.10915843792126,170.95101560411726,175.97943570715566,start,pushups,good
91,173.51793696308022,170.91672429247436,61.5077191865502,62.11134883606622,170.9336350503229,175.98465418708912,start,pushups,good
92,173.51326072827874,170.91715938163085,61.523550860811866,62.11540677451446,170.91756731169158,175.99521823367644,start,pushups,good
93,173.50741668396745,170.91214928202976,61.538501762837,62.12013287037576,170.9030176413398,176.00646017375325,start,pushups,good
94,173.50315233456553,170.9012589303109,61.55681988171948,62.1212517725364,170.88679400875955,176.01514503896703,start,pushups,good
95,173.49582670855202,170.8970761162726,61.574044729336045,62.12178693537852,170.86695834120914,176.02185188202088,start,pushups,good
96,173.49123722399202,170.89706879720322,61.58532597792263,62.120948469943656,170.85516371241454,176.0313081842881,start,pushups,good
97,173.48661251850277,170.89594961861923,61.59914172993127,62.12121886665923,170.84195946532492,176.04575575368472,start,pushups,good
98,173.4813676876922,170.89855069821405,61.61244232955769,62.11955559870834,170.8390079275099,176.07754472314457,start,pushups,good
99,173.4771198423785,170.90418812249658,61.62428165068028,62.119110096897046,170.83526108031342,176.10143069888173,start,pushups,good
100,173.47263264172247,170.9059405613626,61.63532001352532,62.1161011761665,170.828752081237,176.11534296338016,start,pushups,good
101,173.46794274812942,170.90780776514686,61.64533618585244,62.11228839490445,170.82137709545032,176.12791199352912,start,pushups,good
102,173.46320383419857,170.9014287574208,61.655486637294416,62.10540665219128,170.81161884268707,176.13685471899672,start,pushups,good
103,173.45637964548732,170.89606422103355,61.6555142496715,62.083186452984606,170.8565210581425,176.2217736182727,start,pushups,good
104,173.4379325689351,170.89819697502895,61.66855836178895,62.0764287976432,170.92134345323956,176.41237153644877,start,pushups,good
105,173.41283229255015,170.91432781477667,61.7217896951114,62.0870915969712,170.94261437115227,176.68956320376125,start,pushups,good
106,173.40889250620248,170.94618531278326,61.75407158865827,62.075565741946185,171.0742949284514,177.02603549174336,start,pushups,good
107,173.36512116401593,170.94869136913496,61.7634726563878,62.06615607421612,171.17387254403562,177.31633384830678,start,pushups,good
1,172.75281475248153,170.14472597755568,59.854250842898445,60.213226649045566,171.6244371457601,175.4762341935275,start,pushups,good
2,172.64201225783353,170.49136958678386,59.18222691350454,60.05228445163037,171.51701718882018,173.6905975179253,start,pushups,good
3,172.5571980785354,170.4688412089594,58.44004903314238,59.76278700907503,172.4952239430447,173.42756756880416,start,pushups,good
4,172.48524514721765,170.49549460710702,58.66626947795221,59.62277775996406,172.19522718471342,173.19477130819936,start,pushups,good
5,172.61774405019315,170.49658391504212,58.65756057238913,59.71358152425727,172.58267741093223,173.7147602123346,start,pushups,good
6,172.65617948983677,170.45836860388232,58.64414766145963,59.76691603560821,173.15143071527598,174.3839275003913,start,pushups,good
7,172.80493346195107,170.585444274436,58.748480209599705,60.04652427458653,173.15940786717158,174.3734135771498,start,pushups,good
8,173.02379402347088,170.78204447149463,58.82850957147984,59.95746749429444,173.4389309564283,174.70812066018283,start,pushups,good
9,173.05165868051782,170.2017141301964,58.81341221352608,59.57887113197325,173.43554093362454,174.57183389032596,start,pushups,good
10,173.00621901326866,170.26852455646406,59.17443164927359,59.52157420300121,173.0265801922147,174.56269663227437,start,pushups,good
11,172.68211848021545,169.7612295699344,59.14865242153802,58.96975833195903,172.24965273986163,173.78824092954062,start,pushups,good
12,172.03486580147842,169.445647957095,58.41343297714211,58.70655169413334,172.8187697314659,174.44660074369116,start,pushups,good
13,172.15400226775753,169.4783944483607,58.415719112994175,58.66937326600141,172.778499236982,174.2534069579173,start,pushups,good
14,172.21330727972915,169.2071103311966,58.82587642048916,58.65076114052111,172.35004460292674,174.00336042702153,start,pushups,good
15,172.05273993827282,169.37787739638804,58.87151209938208,58.51859437150294,172.16441435095132,173.89429720465853,start,pushups,good
16,171.04039999159946,168.42664114328045,58.417550029621125,57.70691686019149,172.12258732823398,173.7085001128125,start,pushups,good
17,170.26139190170255,167.7782206671697,57.939024371823706,57.42385947393149,172.63084515272956,174.08230087796795,start,pushups,good
18,168.87987118488914,166.40431596440976,57.22073516043361,56.9792760716356,173.29206972728068,174.7252590692628,start,pushups,good
19,167.21246941092193,164.67513263675082,56.77117180537655,56.23199223463215,173.60203116165854,175.55057061618442,start,pushups,good
20,162.43834430234452,159.00540477446535,53.7108546603314,52.107878054093526,176.0470491206288,176.9088161908883,start,pushups,good
21,159.70638097219663,156.70450475479893,51.79475710333701,50.08440153776615,177.72124765434526,178.10404339162852,down,pushups,good
22,156.38135473050644,154.0155039743389,50.51208885295374,48.82973275469288,176.29430288141137,176.3791026267003,down,pushups,good
23,152.3657627350237,148.88582342657705,48.39934644656835,45.83866052466031,176.96511389008242,177.39163800809104,down,pushups,good
